Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Location of Incident,Number of Attacks on Health Facilities Reporting Destruction,Number of Attacks on Health Facilities Reporting Damaged,Forceful Entry into Health Facility,Occupation of Health Facility,Vicinity of Health Facility Affected,Health Transportation Destroyed,Health Transportation Damaged,Health Transportation Stolen/Hijacked,"Affects Access to Medicines, Vaccines And Other Health Products",Health Workers Killed,Health Workers Injured,Health Workers Kidnapped,Health Workers Arrested,Known Kidnapping or Arrest Outcome,Health Workers Threatened,Health Workers Assaulted,Health Workers Sexually Assaulted,Conflict-Related Violence,Political-Related Violence,COVID-19-Related Violence,Ebola-Related Violence,Vaccination-Related Violence,Attacks on Emergency Medical Services,Polio-Related Violence,Children's Health Services Affected,Attacks On Children's Hospitals,Women's Health Services Affected,Hospital Utilities Affected,SiND Event ID,Date Event Entered,Date Event Modified,Food_Incidents_Count,Food_System_Impacts,Food_Security_Categories,Event_Description_Clean,Event_Description_Words,has_coords,Year,Month,post_oct7
2023-12-22,"22 December 2023: An NGO medical facility in a camp was repurposed into a military barracks by Israeli forces following its recent takeover, holding an unspecified number of health workers, patients and displaced persons inside. IDF withdrew the following day and services partially resumed on 26th.",OPT,PSE,Gaza Strip,31.5,34.5,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,1,1,0,0,0,0,False,0,0,0,0,,2,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42849,2024-01-04,2025-01-10,,,,"An NGO medical facility in a camp was repurposed into a military barracks by Israeli forces following its recent takeover, holding an unspecified number of health workers, patients and displaced persons inside. IDF withdrew the following day and services partially resumed on 26th.",43,1,2023,12,1
2023-12-22,22 December 2023: The General-Director of the Ministry of Health was injured after an Israeli bomb hit a residential building. His 13-year-old daughter and niece were also killed.,OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Home,0,0,0,0,0,0,0,0,False,0,1,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42850,2024-01-04,2024-11-23,,,,The General-Director of the Ministry of Health was injured after an Israeli bomb hit a residential building. His 13-year-old daughter and niece were also killed.,25,1,2023,12,1
2023-12-22,22 December 2023: An ambulance was prevented from entering the town by Israeli soldiers during a security operation.,OPT,PSE,West Bank,32.4,35.2,"(3) District, Communicipality or Commune ",Government: Military,Israeli Defence Forces,Firearms,Open Space,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43024,2024-01-07,2024-11-23,,,,An ambulance was prevented from entering the town by Israeli soldiers during a security operation.,15,1,2023,12,1
2023-12-22,22 December 2023: A female general practitioner was killed by Israeli forces. ,OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,70456,2024-08-30,2025-01-10,,,,A female general practitioner was killed by Israeli forces.,9,1,2023,12,1
2023-12-21,"21 December 2023: In Jabalia Refugee Camp, the General-Director of the Ministry of Health and his family were injured, and his daughter killed, when his sister's home was hit by Israeli airstrikes.",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,IDP/Refugee Camp,0,0,0,0,0,0,0,0,False,0,1,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42815,2024-01-02,2024-11-23,,,,"In Jabalia Refugee Camp, the General-Director of the Ministry of Health and his family were injured, and his daughter killed, when his sister's home was hit by Israeli airstrikes.",29,1,2023,12,1
2023-12-21,21 December 2023: The vicinity of the Red Cross ambulance centre was fired at by Israeli artillery shells and bullets.,OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Artillery,Health Building,0,0,0,0,1,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42821,2024-01-02,2024-11-23,,,,The vicinity of the Red Cross ambulance centre was fired at by Israeli artillery shells and bullets.,17,1,2023,12,1
2023-12-21,"21 December 2023: In Jabalia Refugee Camp, a female nurse working at a NGO besieged medical facility was shot by Israeli snipers. The medical facility continues to be besieged after 17 days.",OPT,PSE,Gaza Strip,31.5,34.5,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42822,2024-01-02,2025-03-27,,,,"In Jabalia Refugee Camp, a female nurse working at a NGO besieged medical facility was shot by Israeli snipers. The medical facility continues to be besieged after 17 days.",29,1,2023,12,1
2023-12-21,"21 December 2023: A besieged ambulance centre was stormed by Israel forces who destroyed the wireless communication system in the centre and arrested an unspecified number of team members and paramedics. Women were trapped alone inside the centre. The following day, some staff and paramedics were released after being beaten. Eight staff members remained in custody. Around 12 January, one paramedic was released, and a volunteer was released on 19th January. Reportedly five others remained in custody. Another two were released on 01 and 08 February. Two medics were also released on an unknown date._x000D_
",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,1,0,0,0,0,0,True,0,1,0,9,"Freed, Missing",0,1,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42825,2024-01-03,2024-11-30,,,,"A besieged ambulance centre was stormed by Israel forces who destroyed the wireless communication system in the centre and arrested an unspecified number of team members and paramedics. Women were trapped alone inside the centre. The following day, some staff and paramedics were released after being beaten. Eight staff members remained in custody. Around 12 January, one paramedic was released, and a volunteer was released on 19th January. Reportedly five others remained in custody. Another two were released on 01 and 08 February. Two medics were also released on an unknown date._x000D_",92,1,2023,12,1
2023-12-21,"21 December 2023: A PRCS ambulance centre was bombed, and ambulances were set on fire, rendering it out of service. ",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Shelling,Health Building,0,1,0,0,0,0,2,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42828,2024-01-03,2025-01-10,,,,"A PRCS ambulance centre was bombed, and ambulances were set on fire, rendering it out of service.",17,1,2023,12,1
2023-12-21,"21 December 2023: A doctor and his wife were dragged from their home and shot and killed. Their home was completely burned. _x000D_
",OPT,PSE,Gaza Strip,31.5,34.4,(5) Linear Feature e.g. Along Road/River ,Government: Military,Israeli Defence Forces,Firearms,Home,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42832,2024-01-03,2024-11-23,,,,A doctor and his wife were dragged from their home and shot and killed. Their home was completely burned. _x000D_,20,1,2023,12,1
2023-12-21,"21 December 2023: The vicinity of a IO medical facility was hit by nearby shell shrapnel, causing fear and panic among patients and displaced individuals. ",OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Shelling,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42833,2024-01-03,2025-01-10,,,,"The vicinity of a IO medical facility was hit by nearby shell shrapnel, causing fear and panic among patients and displaced individuals.",22,1,2023,12,1
2023-12-21,21 December 2023: The vicinity of a medical facility was struck. No casualties were reported. ,OPT,PSE,Gaza Strip,31.3,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Unspecified Explosive,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42834,2024-01-03,2025-01-10,,,,The vicinity of a medical facility was struck. No casualties were reported.,12,1,2023,12,1
2023-12-21,21 December 2023: A pharmacist was killed in an Israeli airstrike as he was walking in his neighbourhood. ,OPT,PSE,Gaza Strip,31.3,34.2,"(4) Province, State, Governorate ",Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Road,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43204,2024-01-11,2024-11-23,,,,A pharmacist was killed in an Israeli airstrike as he was walking in his neighbourhood.,15,1,2023,12,1
2023-12-20,20 December 2023: PRCS staff were amongst 12 injured when Israeli airstrikes hit the vicinity of a PRCS medical facility.,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,0,0,0,0,0,0,False,0,1,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42767,2023-12-30,2024-11-23,,,,PRCS staff were amongst 12 injured when Israeli airstrikes hit the vicinity of a PRCS medical facility.,17,1,2023,12,1
2023-12-20,"20 December 2023: In Jabalia Refugee Camp, the PRCS ambulance centre was surrounded by Israeli soldiers after they took control of the camp. 127 people, including 22 injured patients being treated by staff, were inside the building. Artillery shelling was reported in the vicinity of the centre and Israeli snipers were positioned on the roofs of surrounding buildings. ",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Artillery,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42789,2024-01-01,2025-01-10,,,,"In Jabalia Refugee Camp, the PRCS ambulance centre was surrounded by Israeli soldiers after they took control of the camp. 127 people, including 22 injured patients being treated by staff, were inside the building. Artillery shelling was reported in the vicinity of the centre and Israeli snipers were positioned on the roofs of surrounding buildings.",55,1,2023,12,1
2023-12-20,"20 December 2023: The only functional maternity NGO medical facility in northern Gaza was expected to run out of fuel due to insecurity in that area affecting fuel deliveries. As of 21 December, the medical facility was no longer admitting new patients.",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,WomensHealthEvent,NotApplicable,42791,2024-01-01,2024-11-23,,,,"The only functional maternity NGO medical facility in northern Gaza was expected to run out of fuel due to insecurity in that area affecting fuel deliveries. As of 21 December, the medical facility was no longer admitting new patients.",39,1,2023,12,1
2023-12-20,"20 December 2023: The vicinity of a field medical facility was hit by Israel airstrikes, killing and injuring an unspecified number of people. 
",OPT,PSE,Gaza Strip,31.3,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42798,2024-01-02,2024-11-23,,,,"The vicinity of a field medical facility was hit by Israel airstrikes, killing and injuring an unspecified number of people.",20,1,2023,12,1
2023-12-20,20 December 2023: A group of people leaving a medical facility were reportedly hit by Israeli artillery shelling.,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Artillery,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42799,2024-01-02,2025-01-29,,,,A group of people leaving a medical facility were reportedly hit by Israeli artillery shelling.,15,1,2023,12,1
2023-12-20,20 December 2023: Red Cross emergency medical services were hindered by the interruption of communication and Internet services. ,OPT,PSE,Gaza Strip,31.4,34.3,"(4) Province, State, Governorate ",Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42800,2024-01-02,2024-11-23,,,,Red Cross emergency medical services were hindered by the interruption of communication and Internet services.,15,1,2023,12,1
2023-12-20,"20 December 2023: An NGO medical facility are reportedly struggling to cope with no food, fuel or water. The WHO reported that there are no functioning medical facilitys in the north of Gaza and injured patients who need surgery and cannot be moved are â€œwaiting to dieâ€ As of 21 December, the medical facility was no longer admitting new patients. ",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42806,2024-01-02,2024-11-23,,,,"An NGO medical facility are reportedly struggling to cope with no food, fuel or water. The WHO reported that there are no functioning medical facilitys in the north of Gaza and injured patients who need surgery and cannot be moved are â€œwaiting to dieâ€ As of 21 December, the medical facility was no longer admitting new patients.",57,1,2023,12,1
2023-12-20,"20 December 2023: A WHO-assessment team described a medical facility as a place where people â€œare waiting to dieâ€ due to a lack of food, fuel and water. As of 21 December, the medical facility was no longer admitting new patients.",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42811,2024-01-02,2024-11-23,,,,"A WHO-assessment team described a medical facility as a place where people â€œare waiting to dieâ€ due to a lack of food, fuel and water. As of 21 December, the medical facility was no longer admitting new patients.",38,1,2023,12,1
2023-12-20,"20 December 2023: A medical facility was hit, likely by Israeli bombing.",OPT,PSE,Gaza Strip,31.4,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Unspecified Explosive,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42813,2024-01-02,2024-11-23,,,,"A medical facility was hit, likely by Israeli bombing.",9,1,2023,12,1
2023-12-20,"20 December 2023: The vicinity of a NGO medical facility was hit by Israeli airstrikes, injuring an unspecified number including journalists.",OPT,PSE,Gaza Strip,31.2,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42814,2024-01-02,2024-11-23,,,,"The vicinity of a NGO medical facility was hit by Israeli airstrikes, injuring an unspecified number including journalists.",18,1,2023,12,1
2023-12-20,20 December 2023: A male pharmaceutical sales representative en route to one of his clients was shot and killed by Israeli forces after turning around at the entrance of the town due to a checkpoint. ,OPT,PSE,West Bank,31.8,35.1,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Checkpoint,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43003,2024-01-07,2025-01-10,,,,A male pharmaceutical sales representative en route to one of his clients was shot and killed by Israeli forces after turning around at the entrance of the town due to a checkpoint.,32,1,2023,12,1
2023-12-20,20 December 2023: A dentist was killed when a residential house housing a number of displaced persons was hit by Israeli airstrikes. ,OPT,PSE,Gaza Strip,31.2,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,IDP/Refugee Camp,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,76594,2024-09-13,2024-11-23,,,,A dentist was killed when a residential house housing a number of displaced persons was hit by Israeli airstrikes.,19,1,2023,12,1
2023-12-20,20 December 2023: The vicinity of PRCS headquarters was damaged by Israeli airstrikes.,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Compound/Office Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,85113,2024-11-06,2024-11-24,,,,The vicinity of PRCS headquarters was damaged by Israeli airstrikes.,10,1,2023,12,1
2023-12-20,"19 December 2023: The children's department of a medical facility was struck by Israeli artillery, killing a child and injuring an unspecified number of others.",OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Artillery,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,ChildAttacksOnChildrensHospitals,NotApplicable,NotApplicable,86470,2024-12-20,2025-01-29,,,,"The children's department of a medical facility was struck by Israeli artillery, killing a child and injuring an unspecified number of others.",22,1,2023,12,1
2023-12-20,"20 December 2023: A Red Cross crew was screamed at, threatened at gunpoint and detained by Israeli forces, denying their access to a casualty for around an hour._x000D_
_x000D_
",OPT,PSE,West Bank,31.5,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,True,0,0,0,1,Freed,1,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,93611,2025-04-12,2025-05-07,,,,"A Red Cross crew was screamed at, threatened at gunpoint and detained by Israeli forces, denying their access to a casualty for around an hour._x000D_
_x000D_",26,1,2023,12,1
2023-12-19,19 December 2023: The windows of the PRCS ambulance centre were shattered when an Israeli airstrike hit a nearby building. ,OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42753,2023-12-29,2024-11-23,,,,The windows of the PRCS ambulance centre were shattered when an Israeli airstrike hit a nearby building.,17,1,2023,12,1
2023-12-19,19 December 2023: An NGO medical facility is reportedly out of essentials like general anaesthetic and oxygen. ,OPT,PSE,Gaza Strip,31.5,34.5,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42754,2023-12-29,2025-01-10,,,,An NGO medical facility is reportedly out of essentials like general anaesthetic and oxygen.,14,1,2023,12,1
2023-12-19,"19 December 2023: A head of orthopaedics was arrested by Israeli forces from a NGO medical facility. On 19th April, he died after being tortured, reportedly raped, and left to die without medical assistance in an Israeli prison.",OPT,PSE,Gaza Strip,31.5,34.5,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,1,0,0,1,Killed,0,0,1,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42755,2023-12-29,2025-01-10,,,,"A head of orthopaedics was arrested by Israeli forces from a NGO medical facility. On 19th April, he died after being tortured, reportedly raped, and left to die without medical assistance in an Israeli prison.",35,1,2023,12,1
2023-12-19,"19 December 2023: In a camp, a health worker and an unspecified number of others were killed when an Israeli airstrike hit a home. ",OPT,PSE,Gaza Strip,31.4,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,IDP/Refugee Camp,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,119713,2025-11-12,2025-11-24,,,,"In a camp, a health worker and an unspecified number of others were killed when an Israeli airstrike hit a home.",21,1,2023,12,1
2023-12-18,"18 December 2023: A medical facility was raided and taken over by Israeli forces who cleared the medical facility.The entrance gate and courtyard were hit by tank shells, while the surgery building was hit by an airstrike, killing five people including children. ",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Shelling,Health Building,0,1,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42733,2023-12-28,2024-11-23,,,,"A medical facility was raided and taken over by Israeli forces who cleared the medical facility.The entrance gate and courtyard were hit by tank shells, while the surgery building was hit by an airstrike, killing five people including children.",39,1,2023,12,1
2023-12-18,18 December 2023: A medical facility was struck for the third time by Israeli artillery shelling and gunfire. At least 26 Palestinians who were sheltering inside the medical facility were killed and an unspecified number of others injured. ,OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Artillery,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42734,2023-12-28,2024-11-23,,,,A medical facility was struck for the third time by Israeli artillery shelling and gunfire. At least 26 Palestinians who were sheltering inside the medical facility were killed and an unspecified number of others injured.,35,1,2023,12,1
2023-12-18,"18 December 2023: An NGO medical facility was stormed and taken over by Israeli forces who destroyed the main entrance, rendering it out of service, and ordered everyone, including medical staff, to leave. At least two doctors, a paediatrician and surgeon, were arrested. The paediatrician was released on 3 February and the surgeon on 06 July. Both reported being tortured in Israeli prison.",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,1,1,1,0,0,0,0,True,0,0,0,2,Freed,0,0,1,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,ChildrensHealthEvent,NotApplicable,NotApplicable,NotApplicable,42740,2023-12-28,2024-11-23,,,,"An NGO medical facility was stormed and taken over by Israeli forces who destroyed the main entrance, rendering it out of service, and ordered everyone, including medical staff, to leave. At least two doctors, a paediatrician and surgeon, were arrested. The paediatrician was released on 3 February and the surgeon on 06 July. Both reported being tortured in Israeli prison.",60,1,2023,12,1
2023-12-18,"18 December 2023: The vicinity of a medical facility was hit by shelling and live ammunition, injuring an unspecified number of emergency workers. ",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Shelling,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42751,2023-12-29,2024-11-23,,,,"The vicinity of a medical facility was hit by shelling and live ammunition, injuring an unspecified number of emergency workers.",20,1,2023,12,1
2023-12-18,"18 December 2023: A medical facility was hit by defective Israeli artillery shells, killing one person and injuring four others among thousands of displaced people seeking refuge inside.",OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Shelling,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42752,2023-12-29,2025-01-10,,,,"A medical facility was hit by defective Israeli artillery shells, killing one person and injuring four others among thousands of displaced people seeking refuge inside.",25,1,2023,12,1
2023-12-18,"18 December 2024: The director of the surgery department was arrested by Israeli forces during the storming of a medical facility. He was freed after two months of imprisonment, during which he was tortured and stripped naked, and left naked at a crossing and instructed to leave.",OPT,PSE,Gaza Strip,31.5,34.5,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,1,0,0,0,0,0,False,0,0,0,1,Freed,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,44013,2024-02-04,2024-11-23,,,,"The director of the surgery department was arrested by Israeli forces during the storming of a medical facility. He was freed after two months of imprisonment, during which he was tortured and stripped naked, and left naked at a crossing and instructed to leave.",44,1,2023,12,1
2023-12-18,18 December 2023: An administrator was killed when their residential block was hit by Israeli airstrikes.,OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Home,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,85371,2024-11-15,2024-11-24,,,,An administrator was killed when their residential block was hit by Israeli airstrikes.,13,1,2023,12,1
